Dates,MID Index_Last,MID Index_Open,MID Index_High,MID Index_Low,MID Index_Volume
2006-07-13,732.92,745.87,745.87,732.46,323779168
2006-07-14,727.64,732.92,733.11,721.55,300031584
2006-07-17,722.51,727.64,730.45,721.22,257362784
2006-07-18,722.73,722.51,727.68,713.92,322768608
2006-07-19,740.22,722.73,741.8,722.55,325062496
2006-07-20,723.49,740.22,741.86,723.4,345741216
2006-07-21,712.86,723.49,723.49,710.53,341962656
2006-07-24,728.43,712.86,728.72,712.85,285359008
2006-07-25,737.25,728.43,738.75,727.56,327705568
2006-07-26,736.81,737.25,740.88,729.4,350224768
2006-07-27,729.27,736.81,743.11,727.96,349898560
2006-07-28,741,729.27,742.09,729.23,285228832
2006-07-31,742.51,741,744.02,738.54,283988544
2006-08-01,736.44,742.51,742.51,731.39,313382720
2006-08-02,741.2,736.44,745.41,735.74,306140576
2006-08-03,746.27,741.2,748.23,735.52,301550912
2006-08-04,743.06,746.27,756.35,738.47,291400256
2006-08-07,738.54,743.06,743.06,735.89,231383008
2006-08-08,732.16,738.54,741.67,730.18,292514432
2006-08-09,726.77,732.16,739.45,726.52,278178208
2006-08-10,731.29,726.77,732.8,721.31,267247472
2006-08-11,725.1,731.29,731.29,722.09,213916672
2006-08-14,725.38,725.1,733.23,723.93,217381008
2006-08-15,738.81,725.38,738.9,725.37,241366528
2006-08-16,749.19,738.81,749.76,738.65,279102784
2006-08-17,749.09,749.19,752.38,746.48,249058352
2006-08-18,750.58,749.09,751.56,743.88,203796720
2006-08-21,743.94,750.58,750.58,742.42,179050976
2006-08-22,744.77,743.94,746.87,742.01,195331152
2006-08-23,737.75,744.77,747.11,735,215460704
2006-08-24,735.95,737.75,739.9,731.61,230041152
2006-08-25,735.52,735.95,739.95,733.57,198151584
2006-08-28,741.26,735.52,742.34,734.73,187267904
2006-08-29,744.97,741.26,745.25,736.33,229754528
2006-08-30,746.67,744.97,747.74,743.15,216601216
2006-08-31,749.96,746.67,751.45,746.64,220326176
2006-09-01,753.6,749.96,755.31,748.9,179125536
2006-09-04,753.6,749.96,755.31,748.9,179125536
2006-09-05,756.68,753.6,757.15,752.04,208591904
2006-09-06,743.62,756.68,756.68,743.14,237441328
2006-09-07,738.96,743.62,744.65,735.67,267007952
2006-09-08,739.36,738.96,742.08,738.21,218925056
2006-09-11,738.41,739.36,742.41,731.47,244121680
2006-09-12,750.81,738.41,751.7,738.31,277968896
2006-09-13,757.44,750.81,757.75,750.37,253293536
2006-09-14,752.29,757.44,757.44,750.72,227661632
2006-09-15,751.64,752.29,756.12,749.99,344539840
2006-09-18,751.43,751.64,755.22,749.22,238707712
2006-09-19,748.87,751.43,752.49,742.18,254649008
2006-09-20,753.38,748.87,757.39,748.86,261676912
2006-09-21,748.25,753.38,756.5,747.49,280189152
2006-09-22,742.69,748.25,748.25,739.28,230851104
2006-09-25,749.95,742.69,750.72,737.1,269648928
2006-09-26,756.14,749.95,756.38,748.72,266026864
2006-09-27,758.18,756.14,760.47,755.34,266206672
2006-09-28,758.77,758.18,762.44,755.16,234231664
2006-09-29,754.25,758.77,760.22,753.95,251401936
2006-10-02,750.18,754.25,756.49,748.37,245738416
2006-10-03,748.13,750.18,752.46,744.12,257344736
2006-10-04,760.01,748.13,760.04,746.51,291694336
2006-10-05,768.95,760.01,769.23,759.83,284420352
2006-10-06,764.1,768.95,768.95,760.44,233680928
2006-10-09,768.39,764.1,771.16,762.24,214642176
2006-10-10,771.32,768.39,772.54,768.14,250919456
2006-10-11,769.62,771.32,773.07,764.97,259296688
2006-10-12,781.02,769.62,781.02,769.53,244220784
2006-10-13,784.65,781.02,785.64,779.88,229186720
2006-10-16,790.45,784.65,790.45,784.65,218664160
2006-10-17,783.82,790.45,790.45,780.09,265087840
2006-10-18,782.13,783.82,788.91,779.63,256150784
2006-10-19,785.76,782.13,786.45,779.7,260856112
2006-10-20,780.32,785.76,786.22,778.19,240960960
2006-10-23,784.17,780.32,786.02,776.6,249325168
2006-10-24,786.15,784.17,786.16,781.02,258245552
2006-10-25,789.56,786.15,790.27,785.13,289982688
2006-10-26,796.53,789.56,796.53,787.73,321431200
2006-10-27,787.24,796.53,796.53,787.14,288611008
2006-10-30,788.76,787.24,790.69,782.61,238836912
2006-10-31,785.01,788.76,789.92,781.25,274266272
2006-11-01,775.49,785.01,788.29,775.05,273570560
2006-11-02,775.04,775.49,775.78,769.71,269642208
2006-11-03,776.35,775.04,779.07,771.53,248670000
2006-11-06,785.1,776.35,787.52,776.32,259908544
2006-11-07,786.97,785.1,792.13,784.28,243212800
2006-11-08,791.61,786.97,792.97,782.28,253687728
2006-11-09,787.05,791.61,793.26,785.4,283003456
2006-11-10,792.27,787.05,792.27,787.05,213448656
2006-11-13,793.71,792.27,795.61,790.48,221329520
2006-11-14,801.99,793.71,802,791.37,247860704
2006-11-15,806.56,801.99,808.78,801.81,258077168
2006-11-16,806.75,806.56,809.38,805.22,280742624
2006-11-17,805.73,806.75,806.76,799.86,259487408
2006-11-20,807.03,805.73,809.33,803.75,227152432
2006-11-21,808.63,807.03,808.63,805.11,223238048
2006-11-22,812.39,808.63,812.41,807.64,200072720
2006-11-23,812.39,808.63,812.41,807.64,200072720
2006-11-24,811.63,812.39,812.79,807.77,71661256
2006-11-27,795.25,811.63,811.63,795.25,249572464
2006-11-28,797.44,795.25,798.42,792.42,267434752
2006-11-29,807.11,797.44,807.18,797.36,262568784
2006-11-30,809.2,807.11,811.59,804.15,295344160
2006-12-01,809.28,809.2,811.32,800.33,283218272
2006-12-04,818.62,809.28,819.28,809.24,223370640
2006-12-05,820.37,818.62,821.6,816.97,239742848
2006-12-06,819.64,820.37,822.02,817.43,220481984
2006-12-07,816.01,819.64,821.94,815.4,208630272
2006-12-08,816.04,816.01,819.76,812.22,201228848
2006-12-11,814.99,816.04,817.01,812.86,188953280
2006-12-12,810.8,814.99,814.99,807.26,215895184
2006-12-13,811.91,810.8,814.92,810.52,220300768
2006-12-14,818.32,811.91,821.86,811.86,217430048
2006-12-15,816.07,818.32,820.88,815.55,292129056
2006-12-18,807.73,816.07,818.54,806.49,218560560
2006-12-19,808.28,807.73,810.11,801.67,233641760
2006-12-20,808.84,808.28,812.89,808.17,193351744
2006-12-21,805.23,808.84,812.62,803.9,202329376
2006-12-22,802.16,805.23,805.46,801.23,143152080
2006-12-25,802.16,805.23,805.46,801.23,143152080
2006-12-26,806.51,802.16,806.81,801.46,121080640
2006-12-27,813.54,806.51,813.66,806.39,139609216
2006-12-28,810.53,813.54,813.54,810.28,143625200
2006-12-29,804.37,810.53,812.05,803.54,160113808
2007-01-01,804.37,810.53,812.05,803.54,160113808
2007-01-02,804.37,810.53,812.05,803.54,160113808
2007-01-03,807.23,804.37,813.48,799.36,321518464
2007-01-04,809.05,807.23,810.54,801.71,270337568
2007-01-05,800.4,809.05,809.05,798.27,243117904
2007-01-08,801.01,800.4,802.88,796.64,237669424
2007-01-09,803.38,801.01,804.53,797.23,232778544
2007-01-10,806.09,803.38,807.23,798.38,214244224
2007-01-11,814.71,806.09,817.54,806.04,245234176
2007-01-12,820.43,814.71,820.43,814.69,198823616
2007-01-15,820.43,814.71,820.43,814.69,198823616
2007-01-16,819.16,820.43,824.9,818.11,214102032
2007-01-17,818.87,819.16,822.22,817.61,201184304
2007-01-18,811.16,818.87,819.63,810.72,234871344
2007-01-19,816.49,811.16,816.51,808.27,232944400
2007-01-22,812.66,816.49,817.38,810.51,228142928
2007-01-23,818.72,812.66,821.86,812.28,253412752
2007-01-24,826.95,818.72,826.95,818.68,241357344
2007-01-25,817.23,826.95,826.95,815.33,279345216
2007-01-26,819.28,817.23,820.11,812.63,245251984
2007-01-29,822.73,819.28,825.58,818.79,239671328
2007-01-30,827.45,822.73,827.55,822.69,221911184
2007-01-31,833.02,827.45,834.82,824.3,262937360
2007-02-01,840.79,833.02,840.81,832.94,256644496
2007-02-02,842.9,840.79,843.62,839.97,232554048
2007-02-05,843.06,842.9,845.06,840.91,259050000
2007-02-06,847.24,843.06,847.24,842.37,239123728
2007-02-07,850.55,847.24,851.33,846.58,245261808
2007-02-08,851.07,850.55,851.79,846.98,256019104
2007-02-09,845.03,851.07,852.66,841.11,260153424
2007-02-12,842.15,845.03,845.87,840.03,206693872
2007-02-13,849.96,842.15,850.42,842.06,222471328
2007-02-14,855.52,849.96,856.49,849.88,224300368
2007-02-15,857.67,855.52,858.64,854.43,218024288
2007-02-16,858.69,857.67,859.01,853.97,200473168
2007-02-19,858.69,857.67,859.01,853.97,200473168
2007-02-20,864.49,858.69,865.17,854.82,222468064
2007-02-21,866.65,864.49,866.65,860.49,224480224
2007-02-22,867.61,866.65,869.87,863.22,228387312
2007-02-23,867.56,867.61,868.21,863.77,200798544
2007-02-26,864,867.56,870.89,860.62,214179552
2007-02-27,837.38,864,864,833.26,314595264
2007-02-28,838.1,837.38,841.84,831.34,318319840
2007-03-01,836.45,838.1,840.94,820.73,325344896
2007-03-02,823.69,836.45,836.45,823.13,292845984
2007-03-05,809.07,823.69,823.69,809.07,299605472
2007-03-06,822.16,809.07,824.8,809.02,265813648
2007-03-07,823.95,822.16,828.24,820.57,268472928
2007-03-08,829.95,823.95,833.96,823.89,244470704
2007-03-09,832.84,829.95,835.28,828.83,213760608
2007-03-12,836.13,832.84,836.97,830.71,207014608
2007-03-13,819.48,836.13,836.13,818.99,280533440
2007-03-14,822.81,819.48,823.78,809.21,300720384
2007-03-15,828.44,822.81,829.32,822.54,208977728
2007-03-16,823.89,828.44,829.77,822.5,253604384
2007-03-19,832.57,823.89,833.92,823.89,230268832
2007-03-20,839.49,832.57,839.49,831.42,232645136
2007-03-21,851.51,839.49,853.08,837.78,258331584
2007-03-22,853.44,851.51,854.76,849.83,285681728
2007-03-23,855.68,853.44,857.23,853.41,214445104
2007-03-26,855.28,855.68,856.79,848.24,211278256
2007-03-27,851.2,855.28,855.28,848.93,205362096
2007-03-28,847.44,851.2,851.2,843.09,235389952
2007-03-29,847.45,847.44,851.79,841.67,252572464
2007-03-30,848.47,847.45,852.94,843.27,243310512
2007-04-02,852.41,848.47,852.52,847.63,221825792
2007-04-03,858.71,852.41,860.33,852.35,223789472
2007-04-04,859.35,858.71,859.93,856.12,214020320
2007-04-05,861.79,859.35,863.2,858.69,184408160
2007-04-06,861.79,859.35,863.2,858.69,184408160
2007-04-09,862.53,861.79,864.39,860.27,191250240
2007-04-10,865.48,862.53,866.68,862.19,198265184
2007-04-11,860.31,865.48,865.65,857.88,228302288
2007-04-12,866.1,860.31,866.1,855.7,228982304
2007-04-13,868.11,866.1,868.16,863.19,191698096
2007-04-16,877.31,868.11,877.31,868.11,208633984
2007-04-17,876.31,877.31,878.8,874.36,221997872
2007-04-18,875.29,876.31,877.31,869.56,229436160
2007-04-19,871.92,875.29,875.29,867.25,231221120
2007-04-20,880.2,871.92,880.98,871.92,234918672
2007-04-23,881.59,880.2,883.25,878.62,212022864
2007-04-24,881.12,881.59,883.05,875.74,262585664
2007-04-25,888,881.12,889.52,880.59,280178336
2007-04-26,890.06,888,890.86,884.03,265248576
2007-04-27,886.43,890.06,890.06,884.23,276187168
2007-04-30,873.66,886.43,886.7,873.56,285407680
2007-05-01,876.14,873.66,877.32,867.38,290109280
2007-05-02,886.09,876.14,887.83,875.65,266478304
2007-05-03,888.47,886.09,889.91,885,260688144
2007-05-04,892.3,888.47,892.46,888.4,240620048
2007-05-07,892.41,892.3,894.26,891.27,222002032
2007-05-08,892.81,892.41,892.87,883.59,244370384
2007-05-09,898.83,892.81,900.23,890.6,238980032
2007-05-10,886.36,898.83,898.83,885.67,244965344
2007-05-11,894.11,886.36,894.13,886.25,200436928
2007-05-14,890.61,894.11,896.37,887.62,214325024
2007-05-15,887.02,890.61,896.51,886.6,238806352
2007-05-16,892.4,887.02,892.41,884.31,217768928
2007-05-17,893.26,892.4,896.63,888.48,227162864
2007-05-18,898.19,893.26,899.89,892.9,243355760
2007-05-21,905.56,898.19,907.81,898.05,249121280
2007-05-22,907.46,905.56,909.55,903.13,246575312
2007-05-23,904.5,907.46,912.84,904.07,239107296
2007-05-24,890.34,904.5,908.16,889.07,278726720
2007-05-25,896.28,890.34,897.12,890.29,188152368
2007-05-28,896.28,890.34,897.12,890.29,188152368
2007-05-29,901.21,896.28,904.22,896.24,213750224
2007-05-30,911.22,901.21,911.22,895.96,268824224
2007-05-31,916.3,911.22,918.36,911.22,337195456
2007-06-01,921.77,916.3,923.24,916.23,243079216
2007-06-04,925.9,921.77,925.9,919.5,239284992
2007-06-05,919.99,925.9,925.9,916.67,236258528
2007-06-06,908.55,919.99,919.99,906.68,250749792
2007-06-07,889.48,908.55,908.55,889.48,291833984
2007-06-08,899.18,889.48,899.31,886.26,220713552
2007-06-11,899.75,899.18,902.56,895.11,189008848
2007-06-12,889.72,899.75,899.75,889.18,236826768
2007-06-13,899.68,889.72,900.5,889.56,231051296
2007-06-14,906.42,899.68,909.1,899.65,222835472
2007-06-15,911.99,906.42,915.65,906.42,295345696
2007-06-18,910.04,911.99,913.34,907.75,196780896
2007-06-19,908.65,910.04,910.04,902.84,214566576
2007-06-20,899.35,908.65,911.86,899.18,240891504
2007-06-21,905.65,899.35,906.34,893.07,231262656
2007-06-22,896.42,905.65,905.65,893.77,318699936
2007-06-25,890.1,896.42,900.59,888.25,246722592
2007-06-26,887.48,890.1,895.4,885.33,263719184
2007-06-27,897.31,887.48,897.61,881.3,269444128
2007-06-28,897.8,897.31,903.48,896.97,231611104
2007-06-29,895.51,897.8,903.57,891.74,264232528
2007-07-02,907.4,895.51,907.4,895.46,219085344
2007-07-03,910.66,907.4,911.78,907.35,115213696
2007-07-04,910.66,907.4,911.78,907.35,115213696
2007-07-05,910.99,910.66,912.91,905.86,194026832
2007-07-06,916.26,910.76,916.73,907.73,193078368
2007-07-09,917.27,916.26,918.59,912.85,197999408
2007-07-10,903.69,917.21,917.21,903.3,231908672
2007-07-11,908.28,903.69,908.48,900.83,211913200
2007-07-12,922.95,908.28,922.95,908.26,245913664
2007-07-13,926.23,922.95,926.67,921.38,205021536
2007-07-16,920.21,926.23,926.23,918.98,216818640
2007-07-17,921.96,920.21,926.6,920.21,245903184
2007-07-18,919.46,921.96,921.96,911.52,264992160
2007-07-19,923.67,919.46,925.24,919.41,234194688
2007-07-20,914.05,923.67,923.78,909.72,263045824
2007-07-23,911.94,914.05,917.99,911.5,243001072
2007-07-24,890.9,911.94,911.94,888.18,304782464
2007-07-25,890.05,890.9,899.09,881.88,345057984
2007-07-26,870.19,890.05,890.05,859.56,415076064
2007-07-27,858.76,870.19,875.54,858.76,356278976
2007-07-30,866.31,858.76,870.06,854.02,332081824
2007-07-31,856.33,866.31,877.32,855.78,352581312
2007-08-01,858.65,856.33,862.33,845.4,398558560
2007-08-02,865.8,858.65,867.32,858.04,340429760
2007-08-03,840.53,865.8,866.34,840.39,348601952
2007-08-06,851.78,840.53,851.78,830.74,375334112
2007-08-07,858.46,851.78,862.27,845.13,386709792
2007-08-08,869.71,858.46,878.17,858.36,503816800
2007-08-09,849.8,869.71,869.71,848.89,519383200
2007-08-10,851.44,849.8,858.01,831.97,433738144
2007-08-13,853.26,851.44,865.12,851.34,303737888
2007-08-14,837.24,853.26,857.19,837.24,245271088
2007-08-15,819.97,837.05,845.86,818.95,268837248
2007-08-16,820.83,819.97,822.32,797.27,394096416
2007-08-17,838.3,820.83,845.79,820.8,319686720
2007-08-20,842.23,838.3,845.76,832.82,230148080
2007-08-21,844.06,842.23,846.87,838.33,204847968
2007-08-22,856.18,844.06,857.37,844.03,206223808
2007-08-23,852.34,856.18,860.8,848.62,206533040
2007-08-24,864.35,852.34,864.35,850.88,200491872
2007-08-27,855.34,864.35,864.35,853.84,162087616
2007-08-28,834.88,855.34,855.34,834.71,185913952
2007-08-29,854.85,834.88,854.85,834.73,207167680
2007-08-30,850.68,854.85,857.52,846.79,220628352
2007-08-31,863,850.68,866.24,850.65,193171488
2007-09-03,863,850.68,866.24,850.65,193171488
2007-09-04,873.03,863,877.35,861.79,201590384
2007-09-05,864.88,873.03,873.03,860.8,222301008
2007-09-06,869.17,864.88,871.06,861.84,208231776
2007-09-07,853.3,869.17,869.17,850.54,213327680
2007-09-10,847.24,853.3,858.68,838.8,212920032
2007-09-11,857.63,847.24,858.1,847.17,194181600
2007-09-12,856.71,857.63,861.99,854.66,186471984
2007-09-13,859.05,856.71,865.38,854.87,189632928
2007-09-14,862.46,859.05,863.08,852.19,167595136
2007-09-17,855.97,862.46,862.46,855.45,158835184
2007-09-18,881.38,855.97,881.47,855.97,254371040
2007-09-19,886.06,881.38,895.16,881.37,251349584
2007-09-20,879.86,886.06,886.39,877.62,195916400
2007-09-21,881.85,879.86,886.03,879.86,309263968
2007-09-24,875.57,881.85,882.52,873.74,197012528
2007-09-25,874.6,875.57,875.84,867.41,204454224
2007-09-26,881.12,874.6,882.9,874.5,196630768
2007-09-27,888.47,881.12,888.47,881.03,181910992
2007-09-28,885.06,888.47,891.48,882.34,249481168
2007-10-01,897.18,885.06,898,885.03,233067504
2007-10-02,902,897.18,902.96,896.64,205395488
2007-10-03,899.72,902,903.14,895.61,197035680
2007-10-04,899.4,899.72,901.68,897.76,180908048
2007-10-05,913.91,899.4,914.4,899.34,215118480
2007-10-08,909.55,913.91,917.31,907.33,153273664
2007-10-09,917.18,909.55,917.18,909,203767824
2007-10-10,916.5,917.18,918.22,910.83,195153264
2007-10-11,910.77,916.5,924.07,905.43,234358048
2007-10-12,912.38,910.77,915.69,910.64,195529488
2007-10-15,905.78,912.38,914.16,900.72,199150624
2007-10-16,898.08,905.78,905.78,896.97,208581696
2007-10-17,898.34,898.08,905.78,889.67,222933552
2007-10-18,900.45,898.34,903.28,891.72,219667856
2007-10-19,879.07,900.45,900.55,878.87,254022464
2007-10-22,884.82,879.07,886.52,869.47,234677008
2007-10-23,890.94,884.82,891.07,881.78,224229408
2007-10-24,889.05,890.94,890.94,874.12,275453760
2007-10-25,884.83,889.05,893.54,876.66,313238144
2007-10-26,895.29,884.83,896.8,884.82,259751072
2007-10-29,897.82,895.29,900.7,894.29,215009008
2007-10-30,892.62,897.82,898.01,892.17,235483344
2007-10-31,907.7,892.62,908.85,892.62,288257792
2007-11-01,887.81,907.7,907.7,887.55,295687872
2007-11-02,886.52,887.81,891.34,879.76,300222496
2007-11-05,879.45,886.52,886.52,874.46,263855280
2007-11-06,890.47,879.45,890.83,876.67,274129952
2007-11-07,869.9,890.39,890.39,869.66,268493280
2007-11-08,873.26,869.9,875.85,856.93,367543648
2007-11-09,861.55,873.26,873.26,856.68,293547936
2007-11-12,848.55,861.55,866.31,847.9,270290240
2007-11-13,867.13,848.55,868.1,848.34,259632256
2007-11-14,863.02,867.13,875.17,862.45,251116816
2007-11-15,853.59,863.02,863.48,848.76,237224416
2007-11-16,851.84,854,856.32,844.34,264063152
2007-11-19,835.78,852.27,852.27,834.47,259477088
2007-11-20,834.66,835.78,844.39,823.78,310710848
2007-11-21,823.66,834.66,834.66,820.06,246366800
2007-11-22,823.66,834.66,834.66,820.06,246366800
2007-11-23,834.48,823.66,838,823.66,85060016
2007-11-26,821.32,834.48,840.14,821.27,234218864
2007-11-27,830.39,821.32,831.65,820.58,271680832
2007-11-28,854.98,830.39,856.16,830.25,263765072
2007-11-29,854.93,854.98,857.32,849.2,217856544
2007-11-30,860.74,854.93,866.72,854.84,304619648
2007-12-03,857.27,860.74,863.92,856.08,209139776
2007-12-04,854.21,857.27,857.74,849.2,228961184
2007-12-05,866.69,854.21,868.93,854.13,225938928
2007-12-06,884.46,866.69,884.5,865.46,225960496
2007-12-07,885.52,884.46,887.76,882.43,209896784
2007-12-10,892.62,885.52,894.15,885.52,192719344
2007-12-11,866.17,892.62,894.95,865.94,233164144
2007-12-12,869.13,866.17,885.32,861.12,244508448
2007-12-13,868.96,869.13,869.13,859.19,240695120
2007-12-14,855.21,868.96,868.96,854.54,194437088
2007-12-17,840.8,855.21,855.21,840.8,217218480
2007-12-18,846.87,840.8,848.47,834.81,223825440
2007-12-19,846.25,846.87,850.82,842.09,215952096
2007-12-20,856.21,846.25,856.21,843.52,233831936
2007-12-21,869.54,856.21,869.55,856.2,397462592
2007-12-24,879.31,869.54,879.36,869.54,79577456
2007-12-25,879.31,869.54,879.36,869.54,79577456
2007-12-26,877.11,879.31,879.31,873.11,136166368
2007-12-27,863.64,877.11,877.11,863.13,154293920
2007-12-28,863.13,863.64,868.51,860.67,138107696
2007-12-31,858.2,863.13,863.5,856.73,173994816
2008-01-01,858.2,863.13,863.5,856.73,173994816
2008-01-02,847.56,858.2,859.43,843.63,245514448
2008-01-03,841.58,847.56,852.06,840.15,235271984
2008-01-04,817.51,841.58,841.58,815.7,280283200
2008-01-07,815.34,817.51,822.52,807.47,287839424
2008-01-08,796.63,815.34,823.38,796.51,282061280
2008-01-09,800.41,796.63,801.21,780.98,321071968
2008-01-10,807.61,800.41,813.26,790.5,335098656
2008-01-11,796.23,807.61,807.61,793.38,299425312
2008-01-14,804.4,796.22,805.52,796.22,229500144
2008-01-15,785.34,804.4,804.4,783.79,292894816
2008-01-16,781.58,785.34,791.75,773.79,331645632
2008-01-17,758.93,781.58,787.49,758.93,323508704
2008-01-18,756.21,758.93,769.6,748.14,353472480
2008-01-21,756.21,758.93,769.6,748.14,353472480
2008-01-22,752.64,756.21,759.55,731.29,387177984
2008-01-23,769.65,752.64,770.72,731.41,438349440
2008-01-24,778.83,769.65,782.22,769.22,363376192
2008-01-25,771.87,778.83,788.31,769.05,297278432
2008-01-28,789.78,771.87,789.78,764.02,296621664
2008-01-29,795.56,789.78,796.18,785.21,267582768
2008-01-30,787.02,795.56,805.88,786.96,293080128
2008-01-31,804.64,787.02,809.04,776.95,373176576
2008-02-01,823.43,804.64,823.43,804.61,316339456
2008-02-04,817.34,823.43,823.43,814.62,251671664
2008-02-05,793.88,817.34,817.34,793.88,274288256
2008-02-06,784.49,793.88,801.64,783.93,265530160
2008-02-07,792.63,784.49,797.31,777.51,307186112
2008-02-08,794.08,792.63,800.24,787.17,248062096
2008-02-11,798.61,794.08,800.79,786.76,237699968
2008-02-12,800.24,798.61,808.58,794.49,248825888
2008-02-13,810.37,800.24,810.43,799.96,251303776
2008-02-14,797.54,810.37,811.2,796.65,233997952
2008-02-15,795.52,797.54,797.54,786.63,229107248
2008-02-18,795.52,797.54,797.54,786.63,229107248
2008-02-19,796.27,795.52,805.06,793.95,224257920
2008-02-20,807.18,796.27,808.44,790.46,251481984
2008-02-21,796.47,807.18,815.17,795.59,242422336
2008-02-22,801.12,796.47,801.83,786.91,236124384
2008-02-25,817.39,801.12,818.77,797.74,249631392
2008-02-26,825.38,817.39,829.92,814.32,254710320
2008-02-27,821.31,825.38,829.41,816.39,245077392
2008-02-28,813.06,821.31,821.31,809.62,227579696
2008-02-29,788.51,813.06,813.06,785.77,279235104
2008-03-03,789.82,788.51,792.77,781.06,260097328
2008-03-04,785.22,789.82,789.82,773.82,272382944
2008-03-05,789.98,785.22,795.53,782.93,259861632
2008-03-06,768.27,789.98,789.98,768.04,246175760
2008-03-07,760.81,768.27,772.15,754.3,259553232
2008-03-10,744.89,760.81,760.85,744.7,234037376
2008-03-11,769.42,744.89,769.84,744.79,279873632
2008-03-12,765.7,769.42,778.39,765.23,238136832
2008-03-13,775.51,765.7,777.21,751.04,269535232
2008-03-14,761.09,775.51,778.91,753.21,284249376
2008-03-17,745.07,761.09,761.09,737.59,272455968
2008-03-18,775.06,745.07,775.06,745.02,278416192
2008-03-19,755.8,775.06,782.09,755.8,270789280
2008-03-20,769.85,755.8,770.62,750.19,430315360
2008-03-21,769.85,755.8,770.62,750.19,430315360
2008-03-24,787.48,769.85,793.31,769.84,263001104
2008-03-25,795.39,787.48,797.34,785.5,223308784
2008-03-26,788.87,795.39,795.39,785.7,204152160
2008-03-27,779.54,788.87,791.73,779.36,220900480
2008-03-28,772.48,779.54,783.18,770.85,205285648
2008-03-31,779.51,772.48,780.94,770.55,250489248
2008-04-01,805.07,779.51,805.1,779.47,256285008
2008-04-02,808.56,805.09,814.28,802.62,230826816
2008-04-03,811.84,808.56,813.85,804.16,201370128
2008-04-04,815.17,811.84,821.75,809.9,208152752
2008-04-07,817.38,815.17,825,814.16,190805712
2008-04-08,816.75,817.38,819.61,811.7,186554992
2008-04-09,804.06,816.75,819.11,802.39,201790480
2008-04-10,814.08,804.06,816.14,802.26,397822848
2008-04-11,799.36,814.08,814.08,797.85,250175472
2008-04-14,797.8,799.36,802.66,796.09,213876720
2008-04-15,801.99,797.8,802.53,794.75,224550080
2008-04-16,825.19,801.99,825.19,801.96,245639200
2008-04-17,822.1,825.19,825.19,816.9,222100240
2008-04-18,834.7,822.1,838.21,822.1,229641328
2008-04-21,835.06,834.7,835.06,828.72,198898864
2008-04-22,823.01,835.06,835.06,818.85,229379648
2008-04-23,825.87,823.01,829.89,820.83,232263920
2008-04-24,832.22,825.87,836.18,817.44,250385472
2008-04-25,843.82,832.22,844.45,830.77,226984000
2008-04-28,845.51,843.12,848.92,842.81,197057440
2008-04-29,839.9,845.51,845.88,836.3,204939808
2008-04-30,838.84,839.9,849.39,836.98,239755936
2008-05-01,849.76,838.84,849.76,835.58,265459568
2008-05-02,850.84,849.76,859,847.62,224782864
2008-05-05,849.99,850.84,852.21,846.56,203771664
2008-05-06,856.8,849.99,858.61,844.58,207083936
2008-05-07,846.79,856.8,860.69,846.06,223366368
2008-05-08,853.21,846.79,853.83,846.05,254413200
2008-05-09,853.93,854.64,854.77,848.66,194803040
2008-05-12,863.83,853.93,863.83,849.79,181853456
2008-05-13,869.08,863.83,869.08,860.64,197296208
2008-05-14,870.82,869.08,878.66,868.85,185316576
2008-05-15,881.1,870.82,881.1,870.47,194651776
2008-05-16,883.65,881.1,884.44,875.93,194291232
2008-05-19,880.95,883.65,890.84,878.11,190161648
2008-05-20,879.59,880.95,880.95,874.26,193722800
2008-05-21,866.05,879.59,886,865.67,219511536
2008-05-22,868.84,866.05,872.36,865.97,196508544
2008-05-23,858.5,868.84,868.84,853.82,178467104
2008-05-26,858.5,868.84,868.84,853.82,178467104
2008-05-27,865.6,858.5,866.32,858.17,181926080
2008-05-28,873.05,865.6,873.08,863.43,197425872
2008-05-29,876,873.05,881.05,871.58,199561792
2008-05-30,881.96,876,882.67,875.54,291973824
2008-06-02,874.55,881.96,881.99,869,200803232
2008-06-03,874.79,874.55,882.64,867.31,220181680
2008-06-04,877.08,874.79,884.64,871.94,221369552
2008-06-05,897.27,877.08,897.37,877.02,257437520
2008-06-06,873.75,897.27,897.27,873.75,222570592
2008-06-09,872.84,873.75,878.99,865.69,207238576
2008-06-10,866.6,872.84,872.84,862.29,216154064
2008-06-11,851.45,866.6,867.71,851.45,215550928
2008-06-12,851.98,851.45,861.55,848.66,210374352
2008-06-13,865.63,851.98,865.64,851.98,193874432
2008-06-16,872.7,865.63,873.04,862.92,188525936
2008-06-17,872.28,872.7,877.07,871.49,189209648
2008-06-18,865.65,872.28,872.28,860.77,209476448
2008-06-19,869.67,865.65,870.81,862.44,202176864
2008-06-20,854.4,869.67,869.67,852.61,333231296
2008-06-23,853.91,854.4,861.19,853.22,186889840
2008-06-24,843.27,853.91,853.91,841.37,220384464
2008-06-25,849.13,843.27,854.86,843.26,218107280
2008-06-26,826.61,849.13,849.13,826.6,225965456
2008-06-27,823.28,826.61,828.74,819.33,425794496
2008-06-30,818.99,823.28,827.5,818.83,240133968
2008-07-01,820.11,818.99,820.52,804.5,277594848
2008-07-02,795.5,820.11,820.11,795.5,268260816
2008-07-03,786.8,795.5,797.65,782.53,146337440
2008-07-04,786.8,795.5,797.65,782.53,146337440
2008-07-07,780.63,786.8,795.31,772.82,240113136
